spec,treatment,event_time,estimate,se,ci_low,ci_high,n,switchers,n_w,switchers_w,window_start,window_end,subgroup_var,subgroup
by_category_ln_death_rate_storm_std,ln_death_rate_storm_std,15,-0.03512,0.0058,-0.0465,-0.02374,6729,150,6729,150,NA,NA,NA,NA
by_category_ln_death_rate_biological_std,ln_death_rate_biological_std,-5,0.00433,0.0027,-9.6e-4,0.00962,6928,127,6928,127,NA,NA,NA,NA
by_category_ln_death_rate_biological_std,ln_death_rate_biological_std,-4,0.00462,0.00235,2e-5,0.00923,7137,129,7137,129,NA,NA,NA,NA
by_category_ln_death_rate_biological_std,ln_death_rate_biological_std,-3,0.00348,0.0019,-2.4e-4,0.0072,7241,129,7241,129,NA,NA,NA,NA
by_category_ln_death_rate_biological_std,ln_death_rate_biological_std,-2,9.4e-4,0.00133,-0.00166,0.00354,7586,130,7586,130,NA,NA,NA,NA
by_category_ln_death_rate_biological_std,ln_death_rate_biological_std,-1,0.00244,7e-4,0.00106,0.00381,7700,130,7700,130,NA,NA,NA,NA
by_category_ln_death_rate_biological_std,ln_death_rate_biological_std,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA
by_category_ln_death_rate_biological_std,ln_death_rate_biological_std,1,-0.00289,7.2e-4,-0.0043,-0.00147,7700,130,7700,130,NA,NA,NA,NA
by_category_ln_death_rate_biological_std,ln_death_rate_biological_std,2,-0.00417,0.00132,-0.00676,-0.00157,7586,130,7586,130,NA,NA,NA,NA
by_category_ln_death_rate_biological_std,ln_death_rate_biological_std,3,-0.00726,0.0018600000000000001,-0.01091,-0.0036,7478,130,7478,130,NA,NA,NA,NA
by_category_ln_death_rate_biological_std,ln_death_rate_biological_std,4,-0.00999,0.00228,-0.01445,-0.00553,7374,130,7374,130,NA,NA,NA,NA
by_category_ln_death_rate_biological_std,ln_death_rate_biological_std,5,-0.01066,0.00261,-0.01577,-0.00555,7165,128,7165,128,NA,NA,NA,NA
by_category_ln_death_rate_biological_std,ln_death_rate_biological_std,6,-0.01303,0.00304,-0.01899,-0.00708,6967,127,6967,127,NA,NA,NA,NA
by_category_ln_death_rate_biological_std,ln_death_rate_biological_std,7,-0.01511,0.00343,-0.02182,-0.00839,6871,127,6871,127,NA,NA,NA,NA
by_category_ln_death_rate_biological_std,ln_death_rate_biological_std,8,-0.01566,0.00356,-0.02264,-0.00869,6779,127,6779,127,NA,NA,NA,NA
by_category_ln_death_rate_biological_std,ln_death_rate_biological_std,9,-0.01745,0.00375,-0.0248,-0.0101,6686,127,6686,127,NA,NA,NA,NA
by_category_ln_death_rate_biological_std,ln_death_rate_biological_std,10,-0.01895,0.00389,-0.02657,-0.01133,6596,127,6596,127,NA,NA,NA,NA
by_category_ln_death_rate_biological_std,ln_death_rate_biological_std,11,-0.01942,0.00405,-0.02735,-0.01148,6397,126,6397,126,NA,NA,NA,NA
by_category_ln_death_rate_biological_std,ln_death_rate_biological_std,12,-0.0197,0.00421,-0.02795,-0.01145,6193,124,6193,124,NA,NA,NA,NA
by_category_ln_death_rate_biological_std,ln_death_rate_biological_std,13,-0.02032,0.00415,-0.02846,-0.01219,6107,124,6107,124,NA,NA,NA,NA
by_category_ln_death_rate_biological_std,ln_death_rate_biological_std,14,-0.02161,0.00418,-0.0298,-0.01342,6024,124,6024,124,NA,NA,NA,NA
by_category_ln_death_rate_biological_std,ln_death_rate_biological_std,15,-0.0233,0.00423,-0.03159,-0.015,5821,123,5821,123,NA,NA,NA,NA
by_category_ln_death_rate_cold_wave_std,ln_death_rate_cold_wave_std,-5,-0.00614,0.00179,-0.00965,-0.00263,5961,63,5961,63,NA,NA,NA,NA
by_category_ln_death_rate_cold_wave_std,ln_death_rate_cold_wave_std,-4,-0.00511,0.0015,-0.00805,-0.00218,6182,64,6182,64,NA,NA,NA,NA
by_category_ln_death_rate_cold_wave_std,ln_death_rate_cold_wave_std,-3,-0.00378,0.00114,-0.00601,-0.00155,6223,64,6223,64,NA,NA,NA,NA
by_category_ln_death_rate_cold_wave_std,ln_death_rate_cold_wave_std,-2,-0.00498,8.7e-4,-0.0067,-0.00327,6259,64,6259,64,NA,NA,NA,NA
by_category_ln_death_rate_cold_wave_std,ln_death_rate_cold_wave_std,-1,-0.00275,4.8e-4,-0.00369,-0.0018,6296,64,6296,64,NA,NA,NA,NA
by_category_ln_death_rate_cold_wave_std,ln_death_rate_cold_wave_std,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA
by_category_ln_death_rate_cold_wave_std,ln_death_rate_cold_wave_std,1,0.00339,4.8e-4,0.00244,0.00433,6533,65,6533,65,NA,NA,NA,NA
by_category_ln_death_rate_cold_wave_std,ln_death_rate_cold_wave_std,2,0.00689,8.3e-4,0.00526,0.00852,6496,65,6496,65,NA,NA,NA,NA
by_category_ln_death_rate_cold_wave_std,ln_death_rate_cold_wave_std,3,0.00847,0.00107,0.00638,0.01057,6460,65,6460,65,NA,NA,NA,NA
by_category_ln_death_rate_cold_wave_std,ln_death_rate_cold_wave_std,4,0.01066,0.00136,0.00799,0.01333,6419,65,6419,65,NA,NA,NA,NA
by_category_ln_death_rate_cold_wave_std,ln_death_rate_cold_wave_std,5,0.01281,0.00158,0.00972,0.01591,6198,64,6198,64,NA,NA,NA,NA
by_category_ln_death_rate_cold_wave_std,ln_death_rate_cold_wave_std,6,0.0135,0.00168,0.01021,0.0168,5984,63,5984,63,NA,NA,NA,NA
by_category_ln_death_rate_cold_wave_std,ln_death_rate_cold_wave_std,7,0.01535,0.00185,0.01172,0.01898,5949,63,5949,63,NA,NA,NA,NA
by_category_ln_death_rate_cold_wave_std,ln_death_rate_cold_wave_std,8,0.01748,0.00197,0.01362,0.021329999999999998,5915,63,5915,63,NA,NA,NA,NA
by_category_ln_death_rate_cold_wave_std,ln_death_rate_cold_wave_std,9,0.01904,0.00204,0.01505,0.02303,5702,60,5702,60,NA,NA,NA,NA
by_category_ln_death_rate_cold_wave_std,ln_death_rate_cold_wave_std,10,0.02104,0.00214,0.01684,0.02524,5666,60,5666,60,NA,NA,NA,NA
by_category_ln_death_rate_cold_wave_std,ln_death_rate_cold_wave_std,11,0.02181,0.00223,0.01744,0.02617,5449,58,5449,58,NA,NA,NA,NA
by_category_ln_death_rate_cold_wave_std,ln_death_rate_cold_wave_std,12,0.01994,0.00207,0.01588,0.02399,5238,57,5238,57,NA,NA,NA,NA
by_category_ln_death_rate_cold_wave_std,ln_death_rate_cold_wave_std,13,0.01708,0.00193,0.01329,0.02087,5024,52,5024,52,NA,NA,NA,NA
by_category_ln_death_rate_cold_wave_std,ln_death_rate_cold_wave_std,14,0.01747,0.00196,0.01363,0.02131,4991,52,4991,52,NA,NA,NA,NA
by_category_ln_death_rate_cold_wave_std,ln_death_rate_cold_wave_std,15,0.01676,0.00207,0.01271,0.02081,4776,50,4776,50,NA,NA,NA,NA
by_category_ln_death_rate_heat_wave_std,ln_death_rate_heat_wave_std,-5,-0.00813,0.00164,-0.01134,-0.00493,4438,41,4438,41,NA,NA,NA,NA
by_category_ln_death_rate_heat_wave_std,ln_death_rate_heat_wave_std,-4,-0.00773,0.00131,-0.01029,-0.00516,4475,41,4475,41,NA,NA,NA,NA
by_category_ln_death_rate_heat_wave_std,ln_death_rate_heat_wave_std,-3,-0.0063,0.00126,-0.00876,-0.00383,4497,41,4497,41,NA,NA,NA,NA
by_category_ln_death_rate_heat_wave_std,ln_death_rate_heat_wave_std,-2,-0.00681,6.7e-4,-0.00812,-0.00551,4941,55,4941,55,NA,NA,NA,NA
by_category_ln_death_rate_heat_wave_std,ln_death_rate_heat_wave_std,-1,-0.00536,3.4e-4,-0.00603,-0.00469,4966,55,4966,55,NA,NA,NA,NA
by_category_ln_death_rate_heat_wave_std,ln_death_rate_heat_wave_std,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA
by_category_ln_death_rate_heat_wave_std,ln_death_rate_heat_wave_std,1,3e-5,3.2e-4,-6e-4,6.6e-4,5203,56,5203,56,NA,NA,NA,NA
by_category_ln_death_rate_heat_wave_std,ln_death_rate_heat_wave_std,2,0.00355,6.2e-4,0.00234,0.00476,5178,56,5178,56,NA,NA,NA,NA
by_category_ln_death_rate_heat_wave_std,ln_death_rate_heat_wave_std,3,0.01276,0.00121,0.0104,0.01513,4967,45,4967,45,NA,NA,NA,NA
by_category_ln_death_rate_heat_wave_std,ln_death_rate_heat_wave_std,4,0.0142,0.00127,0.01172,0.01668,4945,45,4945,45,NA,NA,NA,NA
by_category_ln_death_rate_heat_wave_std,ln_death_rate_heat_wave_std,5,0.01868,0.00158,0.01558,0.02177,4908,45,4908,45,NA,NA,NA,NA
by_category_ln_death_rate_heat_wave_std,ln_death_rate_heat_wave_std,6,0.02309,0.00175,0.01965,0.02652,4879,45,4879,45,NA,NA,NA,NA
by_category_ln_death_rate_heat_wave_std,ln_death_rate_heat_wave_std,7,0.02798,0.00202,0.02402,0.03194,4675,44,4675,44,NA,NA,NA,NA
by_category_ln_death_rate_heat_wave_std,ln_death_rate_heat_wave_std,8,0.03224,0.00227,0.02778,0.0367,4644,44,4644,44,NA,NA,NA,NA
by_category_ln_death_rate_heat_wave_std,ln_death_rate_heat_wave_std,9,0.03225,0.00232,0.0277,0.03679,4440,43,4440,43,NA,NA,NA,NA
by_category_ln_death_rate_heat_wave_std,ln_death_rate_heat_wave_std,10,0.03599,0.0025,0.03108,0.0409,4224,42,4224,42,NA,NA,NA,NA
by_category_ln_death_rate_heat_wave_std,ln_death_rate_heat_wave_std,11,0.03742,0.00267,0.03219,0.04264,4200,42,4200,42,NA,NA,NA,NA
by_category_ln_death_rate_heat_wave_std,ln_death_rate_heat_wave_std,12,0.03952,0.00282,0.03399,0.04505,4006,41,4006,41,NA,NA,NA,NA
by_category_ln_death_rate_heat_wave_std,ln_death_rate_heat_wave_std,13,0.04179,0.00292,0.03606,0.04751,3998,41,3998,41,NA,NA,NA,NA
by_category_ln_death_rate_heat_wave_std,ln_death_rate_heat_wave_std,14,0.04229,0.00291,0.0366,0.04799,3977,41,3977,41,NA,NA,NA,NA
by_category_ln_death_rate_heat_wave_std,ln_death_rate_heat_wave_std,15,0.04473,0.00303,0.03879,0.05068,3968,41,3968,41,NA,NA,NA,NA
by_category_ln_death_rate_wildfire_std,ln_death_rate_wildfire_std,-5,0.00772,0.00182,0.00416,0.01128,5374,44,5374,44,NA,NA,NA,NA
by_category_ln_death_rate_wildfire_std,ln_death_rate_wildfire_std,-4,0.00697,0.00148,0.00407,0.00987,5584,46,5584,46,NA,NA,NA,NA
by_category_ln_death_rate_wildfire_std,ln_death_rate_wildfire_std,-3,0.00395,0.00104,0.00192,0.00598,5796,47,5796,47,NA,NA,NA,NA
by_category_ln_death_rate_wildfire_std,ln_death_rate_wildfire_std,-2,0.00143,6.9e-4,8e-5,0.00279,6016,48,6016,48,NA,NA,NA,NA
by_category_ln_death_rate_wildfire_std,ln_death_rate_wildfire_std,-1,0.00103,3.3e-4,3.8e-4,0.00168,6233,49,6233,49,NA,NA,NA,NA
by_category_ln_death_rate_wildfire_std,ln_death_rate_wildfire_std,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA
by_category_ln_death_rate_wildfire_std,ln_death_rate_wildfire_std,1,8.5e-4,3.4e-4,1.9e-4,0.00151,6233,49,6233,49,NA,NA,NA,NA
by_category_ln_death_rate_wildfire_std,ln_death_rate_wildfire_std,2,-0.00108,6.4e-4,-0.00234,1.7e-4,6016,48,6016,48,NA,NA,NA,NA
by_category_ln_death_rate_wildfire_std,ln_death_rate_wildfire_std,3,-0.00146,9.4e-4,-0.0033,3.9e-4,5796,47,5796,47,NA,NA,NA,NA
by_category_ln_death_rate_wildfire_std,ln_death_rate_wildfire_std,4,-0.00149,0.00131,-0.00406,0.00107,5584,46,5584,46,NA,NA,NA,NA
by_category_ln_death_rate_wildfire_std,ln_death_rate_wildfire_std,5,-0.00307,0.00162,-0.00625,1.1e-4,5374,44,5374,44,NA,NA,NA,NA
by_category_ln_death_rate_wildfire_std,ln_death_rate_wildfire_std,6,-0.00347,0.00213,-0.00766,7.1e-4,5166,43,5166,43,NA,NA,NA,NA
by_category_ln_death_rate_wildfire_std,ln_death_rate_wildfire_std,7,-0.00542,0.00241,-0.01015,-6.9e-4,5149,43,5149,43,NA,NA,NA,NA
by_category_ln_death_rate_wildfire_std,ln_death_rate_wildfire_std,8,-0.00515,0.00245,-0.00995,-3.5e-4,5126,43,5126,43,NA,NA,NA,NA
by_category_ln_death_rate_wildfire_std,ln_death_rate_wildfire_std,9,-0.00466,0.00276,-0.01008,7.6e-4,5102,43,5102,43,NA,NA,NA,NA
by_category_ln_death_rate_wildfire_std,ln_death_rate_wildfire_std,10,-0.00432,0.00305,-0.0103,0.00166,5077,43,5077,43,NA,NA,NA,NA
by_category_ln_death_rate_wildfire_std,ln_death_rate_wildfire_std,11,-0.00316,0.00324,-0.00952,0.0032,5053,43,5053,43,NA,NA,NA,NA
by_category_ln_death_rate_wildfire_std,ln_death_rate_wildfire_std,12,-0.00166,0.00349,-0.00849,0.00517,5023,43,5023,43,NA,NA,NA,NA
by_category_ln_death_rate_wildfire_std,ln_death_rate_wildfire_std,13,7.7e-4,0.0037200000000000002,-0.00651,0.00806,4818,42,4818,42,NA,NA,NA,NA
by_category_ln_death_rate_wildfire_std,ln_death_rate_wildfire_std,14,0.00287,0.00394,-0.00484,0.01059,4790,42,4790,42,NA,NA,NA,NA
by_category_ln_death_rate_wildfire_std,ln_death_rate_wildfire_std,15,0.00424,0.00459,-0.00476,0.01325,4579,39,4579,39,NA,NA,NA,NA
by_category_ln_death_rate_drought_std,ln_death_rate_drought_std,-5,6.1e-4,0.00128,-0.00191,0.00312,3549,28,3549,28,NA,NA,NA,NA
by_category_ln_death_rate_drought_std,ln_death_rate_drought_std,-4,2.9e-4,0.00105,-0.00177,0.00234,3764,29,3764,29,NA,NA,NA,NA
by_category_ln_death_rate_drought_std,ln_death_rate_drought_std,-3,0.0013,8e-4,-2.8e-4,0.00288,3770,29,3770,29,NA,NA,NA,NA
by_category_ln_death_rate_drought_std,ln_death_rate_drought_std,-2,0.00137,5.2e-4,3.5e-4,0.00239,3787,29,3787,29,NA,NA,NA,NA
by_category_ln_death_rate_drought_std,ln_death_rate_drought_std,-1,4.9e-4,2.6e-4,-3e-5,0.001,3805,29,3805,29,NA,NA,NA,NA
by_category_ln_death_rate_drought_std,ln_death_rate_drought_std,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA
by_category_ln_death_rate_drought_std,ln_death_rate_drought_std,1,-0.00154,2.4e-4,-0.00201,-0.00107,3805,29,3805,29,NA,NA,NA,NA
by_category_ln_death_rate_drought_std,ln_death_rate_drought_std,2,-0.00279,4.6e-4,-0.00369,-0.00188,3787,29,3787,29,NA,NA,NA,NA
by_category_ln_death_rate_drought_std,ln_death_rate_drought_std,3,-0.00288,6.7e-4,-0.0042,-0.00156,3770,29,3770,29,NA,NA,NA,NA
by_category_ln_death_rate_drought_std,ln_death_rate_drought_std,4,-0.00558,8.7e-4,-0.00729,-0.00386,3764,29,3764,29,NA,NA,NA,NA
by_category_ln_death_rate_drought_std,ln_death_rate_drought_std,5,-0.0075,0.00108,-0.00962,-0.00538,3549,28,3549,28,NA,NA,NA,NA
by_category_ln_death_rate_drought_std,ln_death_rate_drought_std,6,-0.00896,0.00128,-0.01147,-0.00644,3337,27,3337,27,NA,NA,NA,NA
by_category_ln_death_rate_drought_std,ln_death_rate_drought_std,7,-0.01141,0.00143,-0.01422,-0.0086,3336,27,3336,27,NA,NA,NA,NA
by_category_ln_death_rate_drought_std,ln_death_rate_drought_std,8,-0.01389,0.00163,-0.01709,-0.01069,3334,27,3334,27,NA,NA,NA,NA
by_category_ln_death_rate_drought_std,ln_death_rate_drought_std,9,-0.01403,0.0016,-0.01717,-0.01089,3332,27,3332,27,NA,NA,NA,NA
by_category_ln_death_rate_drought_std,ln_death_rate_drought_std,10,-0.0157,0.00176,-0.01915,-0.01225,3327,27,3327,27,NA,NA,NA,NA
by_category_ln_death_rate_drought_std,ln_death_rate_drought_std,11,-0.01544,0.00168,-0.01874,-0.01215,3319,27,3319,27,NA,NA,NA,NA
by_category_ln_death_rate_drought_std,ln_death_rate_drought_std,12,-0.01767,0.0018,-0.0212,-0.01414,3312,27,3312,27,NA,NA,NA,NA
by_category_ln_death_rate_drought_std,ln_death_rate_drought_std,13,-0.01996,0.00191,-0.0237,-0.01622,3307,27,3307,27,NA,NA,NA,NA
by_category_ln_death_rate_drought_std,ln_death_rate_drought_std,14,-0.02305,0.00202,-0.027,-0.01909,3303,27,3303,27,NA,NA,NA,NA
by_category_ln_death_rate_drought_std,ln_death_rate_drought_std,15,-0.02458,0.00212,-0.02873,-0.02042,3298,27,3298,27,NA,NA,NA,NA
