spec,treatment,event_time,estimate,se,ci_low,ci_high,n,switchers,n_w,switchers_w,window_start,window_end,subgroup_var,subgroup
window_1975_1995_ln_death_rate_climate_std,ln_death_rate_climate_std,6,-0.03525,0.0081,-0.05112,-0.01937,1968,97,1968,97,1975,1995,NA,NA
window_1975_1995_ln_death_rate_climate_std,ln_death_rate_climate_std,7,-0.04261,0.008,-0.05829,-0.02693,1803,90,1803,90,1975,1995,NA,NA
window_1975_1995_ln_death_rate_climate_std,ln_death_rate_climate_std,8,-0.05263,0.00842,-0.06914,-0.03612,1643,83,1643,83,1975,1995,NA,NA
window_1975_1995_ln_death_rate_climate_std,ln_death_rate_climate_std,9,-0.05622,0.00859,-0.07305,-0.03938,1491,77,1491,77,1975,1995,NA,NA
window_1975_1995_ln_death_rate_climate_std,ln_death_rate_climate_std,10,-0.05767,0.00913,-0.07556,-0.03978,1340,71,1340,71,1975,1995,NA,NA
window_1975_1995_ln_death_rate_climate_std,ln_death_rate_climate_std,11,-0.0535,0.00942,-0.07196,-0.03504,1199,70,1199,70,1975,1995,NA,NA
window_1975_1995_ln_death_rate_climate_std,ln_death_rate_climate_std,12,-0.05283,0.00991,-0.07225,-0.03341,1055,65,1055,65,1975,1995,NA,NA
window_1975_1995_ln_death_rate_climate_std,ln_death_rate_climate_std,13,-0.05177,0.00989,-0.07115,-0.03239,921,64,921,64,1975,1995,NA,NA
window_1975_1995_ln_death_rate_climate_std,ln_death_rate_climate_std,14,-0.04967,0.01017,-0.06961,-0.02974,787,57,787,57,1975,1995,NA,NA
window_1975_1995_ln_death_rate_climate_std,ln_death_rate_climate_std,15,-0.04129,0.01034,-0.06155,-0.02103,662,52,662,52,1975,1995,NA,NA
window_1975_1995_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-5,0.02033,0.00645,0.00768,0.03297,1618,50,1618,50,1975,1995,NA,NA
window_1975_1995_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-4,0.02714,0.00592,0.01553,0.03874,1979,65,1979,65,1975,1995,NA,NA
window_1975_1995_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-3,0.0213,0.00451,0.01246,0.03014,2352,72,2352,72,1975,1995,NA,NA
window_1975_1995_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-2,0.01423,0.00323,0.0079,0.02056,2745,86,2745,86,1975,1995,NA,NA
window_1975_1995_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-1,0.00458,0.0015,0.00165,0.00752,3165,101,3165,101,1975,1995,NA,NA
window_1975_1995_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,0,0,0,NA,NA,0,0,0,0,1975,1995,NA,NA
window_1975_1995_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,1,-0.0054,0.00148,-0.00831,-0.0025,3397,113,3397,113,1975,1995,NA,NA
window_1975_1995_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,2,-0.01039,0.00272,-0.01571,-0.00506,3175,111,3175,111,1975,1995,NA,NA
window_1975_1995_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,3,-0.01138,0.00366,-0.01855,-0.0042,2963,106,2963,106,1975,1995,NA,NA
window_1975_1995_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,4,-0.01271,0.00473,-0.02199,-0.00343,2764,105,2764,105,1975,1995,NA,NA
window_1975_1995_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,5,-0.01109,0.00525,-0.02138,-8e-4,2562,95,2562,95,1975,1995,NA,NA
window_1975_1995_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,6,-0.01022,0.0057,-0.0214,9.6e-4,2367,87,2367,87,1975,1995,NA,NA
window_1975_1995_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,7,-0.00999,0.00614,-0.02203,0.00205,2179,84,2179,84,1975,1995,NA,NA
window_1975_1995_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,8,-0.01227,0.00661,-0.02522,6.7e-4,1992,78,1992,78,1975,1995,NA,NA
window_1975_1995_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,9,-0.00891,0.00713,-0.02288,0.00506,1812,73,1812,73,1975,1995,NA,NA
window_1975_1995_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,10,-0.01278,0.0079,-0.02827,0.0027,1636,68,1636,68,1975,1995,NA,NA
window_1975_1995_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,11,-0.0191,0.00881,-0.03638,-0.00183,1464,64,1464,64,1975,1995,NA,NA
window_1975_1995_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,12,-0.02228,0.00909,-0.0401,-0.00446,1297,61,1297,61,1975,1995,NA,NA
window_1975_1995_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,13,-0.02343,0.00949,-0.04204,-0.00482,1134,57,1134,57,1975,1995,NA,NA
window_1975_1995_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,14,-0.02918,0.00946,-0.04771,-0.01064,974,51,974,51,1975,1995,NA,NA
window_1975_1995_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,15,-0.03154,0.00889,-0.04897,-0.01411,822,47,822,47,1975,1995,NA,NA
window_1980_2000_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-5,0.04779,0.01322,0.02187,0.07371,780,64,780,64,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-4,0.0475,0.01025,0.02742,0.06759,994,72,994,72,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-3,0.03627,0.00772,0.02114,0.0514,1233,81,1233,81,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-2,0.02274,0.00527,0.01242,0.03306,1506,103,1506,103,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-1,0.00841,0.00224,0.00402,0.01281,1814,125,1814,125,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_climate_std,ln_affected_rate_climate_std,0,0,0,NA,NA,0,0,0,0,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_climate_std,ln_affected_rate_climate_std,1,-0.00611,0.00215,-0.01033,-0.00189,2008,147,2008,147,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_climate_std,ln_affected_rate_climate_std,2,-0.01449,0.00386,-0.02205,-0.00692,1835,146,1835,146,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_climate_std,ln_affected_rate_climate_std,3,-0.02336,0.00517,-0.03349,-0.01323,1678,140,1678,140,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_climate_std,ln_affected_rate_climate_std,4,-0.03008,0.00614,-0.04212,-0.01804,1541,138,1541,138,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_climate_std,ln_affected_rate_climate_std,5,-0.03505,0.00672,-0.04822,-0.02188,1410,135,1410,135,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_climate_std,ln_affected_rate_climate_std,6,-0.03885,0.00724,-0.05304,-0.02466,1283,131,1283,131,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_climate_std,ln_affected_rate_climate_std,7,-0.04233,0.00774,-0.0575,-0.02716,1158,127,1158,127,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_climate_std,ln_affected_rate_climate_std,8,-0.04083,0.00834,-0.05718,-0.02449,1045,123,1045,123,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_climate_std,ln_affected_rate_climate_std,9,-0.04041,0.00864,-0.05734,-0.02348,930,115,930,115,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_climate_std,ln_affected_rate_climate_std,10,-0.04111,0.00943,-0.0596,-0.02262,827,111,827,111,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_climate_std,ln_affected_rate_climate_std,11,-0.03751,0.01001,-0.05714,-0.01789,732,105,732,105,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_climate_std,ln_affected_rate_climate_std,12,-0.03918,0.01027,-0.05931,-0.01905,639,95,639,95,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_climate_std,ln_affected_rate_climate_std,13,-0.04054,0.01043,-0.06098,-0.02009,552,87,552,87,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_climate_std,ln_affected_rate_climate_std,14,-0.03832,0.01045,-0.05879,-0.01784,479,85,479,85,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_climate_std,ln_affected_rate_climate_std,15,-0.0348,0.01049,-0.05535,-0.01424,400,73,400,73,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-5,0.04407,0.00781,0.02877,0.05937,1403,66,1403,66,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-4,0.02654,0.00579,0.0152,0.03788,1737,76,1737,76,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-3,0.01773,0.00418,0.00954,0.02592,2097,84,2097,84,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-2,0.01214,0.00297,0.00632,0.01797,2486,100,2486,100,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-1,0.00738,0.00157,0.0043,0.01046,2901,119,2901,119,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,0,0,0,NA,NA,0,0,0,0,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,1,-0.0078,0.00162,-0.01098,-0.00461,3119,125,3119,125,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,2,-0.01251,0.00265,-0.01771,-0.00732,2897,115,2897,115,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,3,-0.01607,0.00354,-0.02301,-0.00914,2688,109,2688,109,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,4,-0.01987,0.00448,-0.02864,-0.0111,2491,105,2491,105,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,5,-0.02363,0.00501,-0.03345,-0.0138,2297,100,2297,100,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,6,-0.02547,0.00556,-0.03637,-0.01458,2110,97,2110,97,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,7,-0.0253,0.00632,-0.03769,-0.0129,1927,94,1927,94,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,8,-0.02678,0.00676,-0.04003,-0.01354,1751,90,1751,90,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,9,-0.02646,0.00672,-0.03962,-0.0133,1584,88,1584,88,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,10,-0.02624,0.00701,-0.03999,-0.01249,1411,74,1411,74,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,11,-0.02286,0.00717,-0.03691,-0.00882,1247,64,1247,64,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,12,-0.02023,0.00717,-0.03429,-0.00617,1098,59,1098,59,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,13,-0.02128,0.0072,-0.03539,-0.00717,962,53,962,53,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,14,-0.0131,0.00653,-0.02591,-3e-4,827,46,827,46,1980,2000,NA,NA
window_1980_2000_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,15,-0.01535,0.00661,-0.0283,-0.0024,695,38,695,38,1980,2000,NA,NA
window_1980_2000_ln_death_rate_climate_std,ln_death_rate_climate_std,-5,0.05277,0.0182,0.01709,0.08844,1082,60,1082,60,1980,2000,NA,NA
window_1980_2000_ln_death_rate_climate_std,ln_death_rate_climate_std,-4,0.03773,0.01274,0.01276,0.0627,1353,74,1353,74,1980,2000,NA,NA
window_1980_2000_ln_death_rate_climate_std,ln_death_rate_climate_std,-3,0.02244,0.00802,0.00672,0.03817,1653,87,1653,87,1980,2000,NA,NA
window_1980_2000_ln_death_rate_climate_std,ln_death_rate_climate_std,-2,0.0162,0.00573,0.00498,0.02742,1980,106,1980,106,1980,2000,NA,NA
window_1980_2000_ln_death_rate_climate_std,ln_death_rate_climate_std,-1,0.00731,0.00204,0.00331,0.01131,2338,122,2338,122,1980,2000,NA,NA
window_1980_2000_ln_death_rate_climate_std,ln_death_rate_climate_std,0,0,0,NA,NA,0,0,0,0,1980,2000,NA,NA
window_1980_2000_ln_death_rate_climate_std,ln_death_rate_climate_std,1,-0.00624,0.00188,-0.00993,-0.00255,2547,141,2547,141,1980,2000,NA,NA
window_1980_2000_ln_death_rate_climate_std,ln_death_rate_climate_std,2,-0.01512,0.00358,-0.02213,-0.0081,2353,137,2353,137,1980,2000,NA,NA
window_1980_2000_ln_death_rate_climate_std,ln_death_rate_climate_std,3,-0.02413,0.00486,-0.03365,-0.01462,2170,132,2170,132,1980,2000,NA,NA
window_1980_2000_ln_death_rate_climate_std,ln_death_rate_climate_std,4,-0.03388,0.00616,-0.04596,-0.0218,1999,125,1999,125,1980,2000,NA,NA
window_1980_2000_ln_death_rate_climate_std,ln_death_rate_climate_std,5,-0.03804,0.00703,-0.05182,-0.02425,1835,119,1835,119,1980,2000,NA,NA
window_1980_2000_ln_death_rate_climate_std,ln_death_rate_climate_std,6,-0.04026,0.00816,-0.05625,-0.02426,1682,116,1682,116,1980,2000,NA,NA
window_1980_2000_ln_death_rate_climate_std,ln_death_rate_climate_std,7,-0.0399,0.00871,-0.05698,-0.02282,1529,111,1529,111,1980,2000,NA,NA
window_1980_2000_ln_death_rate_climate_std,ln_death_rate_climate_std,8,-0.03865,0.01004,-0.05832,-0.01898,1387,108,1387,108,1980,2000,NA,NA
window_1980_2000_ln_death_rate_climate_std,ln_death_rate_climate_std,9,-0.03477,0.01068,-0.05571,-0.01384,1249,102,1249,102,1980,2000,NA,NA
window_1980_2000_ln_death_rate_climate_std,ln_death_rate_climate_std,10,-0.03427,0.01158,-0.05696,-0.01157,1117,95,1117,95,1980,2000,NA,NA
window_1980_2000_ln_death_rate_climate_std,ln_death_rate_climate_std,11,-0.03376,0.01223,-0.05772,-0.00979,995,91,995,91,1980,2000,NA,NA
window_1980_2000_ln_death_rate_climate_std,ln_death_rate_climate_std,12,-0.04057,0.01261,-0.06529,-0.01585,874,84,874,84,1980,2000,NA,NA
window_1980_2000_ln_death_rate_climate_std,ln_death_rate_climate_std,13,-0.04805,0.01355,-0.07461,-0.02149,760,77,760,77,1980,2000,NA,NA
window_1980_2000_ln_death_rate_climate_std,ln_death_rate_climate_std,14,-0.04433,0.01276,-0.06933,-0.01932,652,70,652,70,1980,2000,NA,NA
window_1980_2000_ln_death_rate_climate_std,ln_death_rate_climate_std,15,-0.0461,0.01335,-0.07228,-0.01993,545,61,545,61,1980,2000,NA,NA
window_1980_2000_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-5,0.07649,0.00954,0.05779,0.09518,1503,62,1503,62,1980,2000,NA,NA
window_1980_2000_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-4,0.0391,0.00593,0.02749,0.05072,1845,71,1845,71,1980,2000,NA,NA
window_1980_2000_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-3,0.02857,0.00438,0.01998,0.03715,2213,77,2213,77,1980,2000,NA,NA
window_1980_2000_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-2,0.01844,0.00307,0.01242,0.02446,2611,90,2611,90,1980,2000,NA,NA
window_1980_2000_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-1,0.00927,0.00158,0.00617,0.01238,3032,105,3032,105,1980,2000,NA,NA
window_1980_2000_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,0,0,0,NA,NA,0,0,0,0,1980,2000,NA,NA
window_1980_2000_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,1,-0.01026,0.00164,-0.01347,-0.00705,3253,112,3253,112,1980,2000,NA,NA
window_1980_2000_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,2,-0.01705,0.00301,-0.02295,-0.01115,3031,104,3031,104,1980,2000,NA,NA
window_1980_2000_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,3,-0.02355,0.00406,-0.0315,-0.0156,2819,99,2819,99,1980,2000,NA,NA
window_1980_2000_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,4,-0.02633,0.0048,-0.03575,-0.01692,2618,97,2618,97,1980,2000,NA,NA
window_1980_2000_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,5,-0.03312,0.00561,-0.04412,-0.02211,2419,93,2419,93,1980,2000,NA,NA
window_1980_2000_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,6,-0.03693,0.00637,-0.04941,-0.02445,2228,92,2228,92,1980,2000,NA,NA
window_1980_2000_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,7,-0.03669,0.00686,-0.05014,-0.02325,2041,90,2041,90,1980,2000,NA,NA
window_1980_2000_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,8,-0.0391,0.00753,-0.05386,-0.02434,1859,85,1859,85,1980,2000,NA,NA
window_1980_2000_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,9,-0.0382,0.00769,-0.05326,-0.02313,1688,84,1688,84,1980,2000,NA,NA
window_1980_2000_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,10,-0.0347,0.00779,-0.04997,-0.01942,1513,72,1513,72,1980,2000,NA,NA
window_1980_2000_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,11,-0.02871,0.00742,-0.04325,-0.01417,1344,62,1344,62,1980,2000,NA,NA
window_1980_2000_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,12,-0.02505,0.00727,-0.03929,-0.01081,1191,58,1191,58,1980,2000,NA,NA
window_1980_2000_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,13,-0.02538,0.00736,-0.0398,-0.01096,1047,51,1047,51,1980,2000,NA,NA
window_1980_2000_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,14,-0.01711,0.00726,-0.03135,-0.00287,904,44,904,44,1980,2000,NA,NA
window_1980_2000_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,15,-0.02345,0.00877,-0.04065,-0.00626,765,36,765,36,1980,2000,NA,NA
window_1985_2005_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-5,0.07049,0.01663,0.03789,0.1031,619,56,619,56,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-4,0.0582,0.01169,0.0353,0.08111,793,73,793,73,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-3,0.03978,0.00904,0.02207,0.05749,994,89,994,89,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-2,0.02211,0.00525,0.01183,0.0324,1231,104,1231,104,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-1,0.00651,0.00254,0.00153,0.01149,1529,128,1529,128,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_climate_std,ln_affected_rate_climate_std,0,0,0,NA,NA,0,0,0,0,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_climate_std,ln_affected_rate_climate_std,1,-0.00606,0.00248,-0.01091,-0.00121,1713,146,1713,146,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_climate_std,ln_affected_rate_climate_std,2,-0.00939,0.00425,-0.01773,-0.00105,1545,144,1545,144,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_climate_std,ln_affected_rate_climate_std,3,-0.01612,0.00553,-0.02696,-0.00528,1400,143,1400,143,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_climate_std,ln_affected_rate_climate_std,4,-0.02054,0.00653,-0.03333,-0.00774,1266,139,1266,139,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_climate_std,ln_affected_rate_climate_std,5,-0.02567,0.00738,-0.04014,-0.0112,1145,136,1145,136,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_climate_std,ln_affected_rate_climate_std,6,-0.02688,0.008,-0.04256,-0.01121,1039,134,1039,134,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_climate_std,ln_affected_rate_climate_std,7,-0.02866,0.00822,-0.04477,-0.01254,943,133,943,133,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_climate_std,ln_affected_rate_climate_std,8,-0.03006,0.00887,-0.04744,-0.01268,847,127,847,127,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_climate_std,ln_affected_rate_climate_std,9,-0.03054,0.00918,-0.04853,-0.01254,763,124,763,124,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_climate_std,ln_affected_rate_climate_std,10,-0.03032,0.00935,-0.04864,-0.012,684,121,684,121,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_climate_std,ln_affected_rate_climate_std,11,-0.03005,0.00945,-0.04858,-0.01153,607,114,607,114,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_climate_std,ln_affected_rate_climate_std,12,-0.03181,0.00941,-0.05026,-0.01337,538,108,538,108,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_climate_std,ln_affected_rate_climate_std,13,-0.02989,0.00929,-0.0481,-0.01168,473,103,473,103,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_climate_std,ln_affected_rate_climate_std,14,-0.029760000000000002,0.00891,-0.04723,-0.01229,407,94,407,94,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_climate_std,ln_affected_rate_climate_std,15,-0.03063,0.00891,-0.04809,-0.01318,351,89,351,89,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-5,0.05083,0.00919,0.03282,0.06885,1131,65,1131,65,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-4,0.0368,0.00819,0.02075,0.05286,1406,76,1406,76,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-3,0.01869,0.00476,0.00936,0.02802,1702,89,1702,89,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-2,0.01308,0.0031,0.00701,0.01915,2048,104,2048,104,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-1,0.00629,0.00163,0.00309,0.00948,2430,118,2430,118,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,0,0,0,NA,NA,0,0,0,0,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,1,-0.00663,0.00166,-0.00988,-0.00338,2645,131,2645,131,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,2,-0.01019,0.00281,-0.01571,-0.00468,2443,129,2443,129,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,3,-0.0138,0.00387,-0.02138,-0.00623,2254,124,2254,124,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,4,-0.01555,0.00459,-0.02455,-0.00655,2073,118,2073,118,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,5,-0.01972,0.00522,-0.02997,-0.00948,1900,116,1900,116,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,6,-0.02023,0.00572,-0.03144,-0.00902,1820,116,1820,116,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,7,-0.01761,0.00615,-0.02967,-0.00555,1659,106,1659,106,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,8,-0.018,0.00629,-0.03033,-0.00568,1516,100,1516,100,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,9,-0.02091,0.00636,-0.03338,-0.00844,1377,96,1377,96,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,10,-0.02224,0.00632,-0.03463,-0.00985,1241,91,1241,91,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,11,-0.02161,0.00614,-0.03363,-0.00958,1111,88,1111,88,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,12,-0.02365,0.0064,-0.0362,-0.01111,983,84,983,84,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,13,-0.02269,0.00622,-0.03489,-0.0105,860,80,860,80,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,14,-0.02196,0.00591,-0.03354,-0.01038,743,78,743,78,1985,2005,NA,NA
window_1985_2005_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,15,-0.02257,0.00593,-0.03419,-0.01096,620,64,620,64,1985,2005,NA,NA
window_1985_2005_ln_death_rate_climate_std,ln_death_rate_climate_std,-5,0.03996,0.02111,-0.00141,0.08132,886,64,886,64,1985,2005,NA,NA
window_1985_2005_ln_death_rate_climate_std,ln_death_rate_climate_std,-4,0.02868,0.01514,-0.001,0.05836,1116,74,1116,74,1985,2005,NA,NA
window_1985_2005_ln_death_rate_climate_std,ln_death_rate_climate_std,-3,0.015,0.00956,-0.00375,0.03374,1375,89,1375,89,1985,2005,NA,NA
window_1985_2005_ln_death_rate_climate_std,ln_death_rate_climate_std,-2,0.00876,0.00513,-0.00129,0.01881,1667,108,1667,108,1985,2005,NA,NA
window_1985_2005_ln_death_rate_climate_std,ln_death_rate_climate_std,-1,0.00417,0.00231,-3.7e-4,0.0087,1998,125,1998,125,1985,2005,NA,NA
window_1985_2005_ln_death_rate_climate_std,ln_death_rate_climate_std,0,0,0,NA,NA,0,0,0,0,1985,2005,NA,NA
window_1985_2005_ln_death_rate_climate_std,ln_death_rate_climate_std,1,-0.00472,0.00228,-0.00919,-2.6e-4,2194,141,2194,141,1985,2005,NA,NA
window_1985_2005_ln_death_rate_climate_std,ln_death_rate_climate_std,2,-0.0077,0.00437,-0.01627,8.7e-4,2013,140,2013,140,1985,2005,NA,NA
window_1985_2005_ln_death_rate_climate_std,ln_death_rate_climate_std,3,-0.01928,0.00662,-0.03225,-0.0063,1844,135,1844,135,1985,2005,NA,NA
window_1985_2005_ln_death_rate_climate_std,ln_death_rate_climate_std,4,-0.02766,0.00851,-0.04434,-0.01097,1688,129,1688,129,1985,2005,NA,NA
window_1985_2005_ln_death_rate_climate_std,ln_death_rate_climate_std,5,-0.03059,0.01035,-0.05087,-0.01031,1546,128,1546,128,1985,2005,NA,NA
window_1985_2005_ln_death_rate_climate_std,ln_death_rate_climate_std,6,-0.02528,0.01148,-0.04778,-0.00279,1410,124,1410,124,1985,2005,NA,NA
