spec,treatment,event_time,estimate,se,ci_low,ci_high,n,switchers,n_w,switchers_w,window_start,window_end,subgroup_var,subgroup
window_1995_2015_ln_death_rate_climate_std,ln_death_rate_climate_std,8,0.00384,0.00882,-0.01346,0.02114,832,116,832,116,1995,2015,NA,NA
window_1995_2015_ln_death_rate_climate_std,ln_death_rate_climate_std,9,0.00462,0.0093,-0.0136,0.02284,757,114,757,114,1995,2015,NA,NA
window_1995_2015_ln_death_rate_climate_std,ln_death_rate_climate_std,10,0.00223,0.00977,-0.01691,0.02137,689,111,689,111,1995,2015,NA,NA
window_1995_2015_ln_death_rate_climate_std,ln_death_rate_climate_std,11,-3.9e-4,0.01009,-0.02017,0.01938,621,107,621,107,1995,2015,NA,NA
window_1995_2015_ln_death_rate_climate_std,ln_death_rate_climate_std,12,-0.00385,0.01035,-0.02413,0.01644,560,106,560,106,1995,2015,NA,NA
window_1995_2015_ln_death_rate_climate_std,ln_death_rate_climate_std,13,-0.00809,0.01078,-0.02922,0.01304,495,98,495,98,1995,2015,NA,NA
window_1995_2015_ln_death_rate_climate_std,ln_death_rate_climate_std,14,-0.01357,0.01112,-0.03536,0.00823,433,91,433,91,1995,2015,NA,NA
window_1995_2015_ln_death_rate_climate_std,ln_death_rate_climate_std,15,-0.01454,0.01177,-0.0376,0.00853,376,86,376,86,1995,2015,NA,NA
window_1995_2015_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-5,0.0177,0.00743,0.00314,0.03226,1086,33,1086,33,1995,2015,NA,NA
window_1995_2015_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-4,0.0182,0.00567,0.00708,0.02932,1239,43,1239,43,1995,2015,NA,NA
window_1995_2015_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-3,0.00845,0.00489,-0.00113,0.01803,1407,53,1407,53,1995,2015,NA,NA
window_1995_2015_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-2,0.00802,0.00224,0.00363,0.01241,1691,61,1691,61,1995,2015,NA,NA
window_1995_2015_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-1,0.01069,0.00144,0.00787,0.01351,1921,83,1921,83,1995,2015,NA,NA
window_1995_2015_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,0,0,0,NA,NA,0,0,0,0,1995,2015,NA,NA
window_1995_2015_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,1,-0.00717,0.0014,-0.00992,-0.00443,2130,109,2130,109,1995,2015,NA,NA
window_1995_2015_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,2,-0.00927,0.00198,-0.01314,-0.00539,2054,109,2054,109,1995,2015,NA,NA
window_1995_2015_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,3,-0.01139,0.00246,-0.01622,-0.00656,1894,108,1894,108,1995,2015,NA,NA
window_1995_2015_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,4,-0.01464,0.00294,-0.0204,-0.00888,1841,108,1841,108,1995,2015,NA,NA
window_1995_2015_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,5,-0.01448,0.00329,-0.02093,-0.00803,1797,108,1797,108,1995,2015,NA,NA
window_1995_2015_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,6,-0.01438,0.00344,-0.02111,-0.00764,1662,107,1662,107,1995,2015,NA,NA
window_1995_2015_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,7,-0.01458,0.0036,-0.02163,-0.00754,1532,106,1532,106,1995,2015,NA,NA
window_1995_2015_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,8,-0.01379,0.00386,-0.02136,-0.00622,1397,100,1397,100,1995,2015,NA,NA
window_1995_2015_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,9,-0.01659,0.00407,-0.02456,-0.00862,1372,100,1372,100,1995,2015,NA,NA
window_1995_2015_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,10,-0.01946,0.00425,-0.02779,-0.01114,1251,97,1251,97,1995,2015,NA,NA
window_1995_2015_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,11,-0.02229,0.00443,-0.03099,-0.0136,1131,93,1131,93,1995,2015,NA,NA
window_1995_2015_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,12,-0.02164,0.00456,-0.03057,-0.0127,1017,91,1017,91,1995,2015,NA,NA
window_1995_2015_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,13,-0.02333,0.0044,-0.03195,-0.01472,901,84,901,84,1995,2015,NA,NA
window_1995_2015_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,14,-0.02618,0.00447,-0.03494,-0.01743,788,80,788,80,1995,2015,NA,NA
window_1995_2015_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,15,-0.02782,0.0044,-0.03644,-0.01919,684,79,684,79,1995,2015,NA,NA
window_2000_2020_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-5,0.02384,0.0099,0.00444,0.04324,341,23,341,23,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-4,0.01224,0.00664,-7.8e-4,0.02526,447,37,447,37,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-3,0.00244,0.00617,-0.00965,0.01454,560,47,560,47,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-2,-0.00151,0.00431,-0.00997,0.00695,669,56,669,56,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-1,-0.00362,0.0026,-0.00872,0.00148,813,81,813,81,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_climate_std,ln_affected_rate_climate_std,0,0,0,NA,NA,0,0,0,0,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_climate_std,ln_affected_rate_climate_std,1,-4e-5,0.0022,-0.00435,0.00427,948,106,948,106,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_climate_std,ln_affected_rate_climate_std,2,0.00298,0.0033,-0.0035,0.00945,880,106,880,106,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_climate_std,ln_affected_rate_climate_std,3,0.00292,0.00396,-0.00484,0.01068,827,106,827,106,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_climate_std,ln_affected_rate_climate_std,4,-3.8e-4,0.00432,-0.00886,0.00809,759,104,759,104,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_climate_std,ln_affected_rate_climate_std,5,-0.00427,0.00482,-0.01371,0.00517,684,94,684,94,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_climate_std,ln_affected_rate_climate_std,6,-0.00487,0.00543,-0.0155,0.00577,649,94,649,94,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_climate_std,ln_affected_rate_climate_std,7,-0.0087,0.00593,-0.02032,0.00292,597,93,597,93,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_climate_std,ln_affected_rate_climate_std,8,-0.01104,0.00606,-0.02291,8.3e-4,576,93,576,93,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_climate_std,ln_affected_rate_climate_std,9,-0.01394,0.00603,-0.02575,-0.00213,527,92,527,92,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_climate_std,ln_affected_rate_climate_std,10,-0.01553,0.00605,-0.02739,-0.00367,478,90,478,90,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_climate_std,ln_affected_rate_climate_std,11,-0.0167,0.006,-0.02846,-0.00495,462,90,462,90,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_climate_std,ln_affected_rate_climate_std,12,-0.01746,0.00583,-0.02888,-0.00604,415,88,415,88,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_climate_std,ln_affected_rate_climate_std,13,-0.01832,0.00583,-0.02974,-0.0069,371,87,371,87,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_climate_std,ln_affected_rate_climate_std,14,-0.0172,0.00597,-0.0289,-0.00549,325,83,325,83,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_climate_std,ln_affected_rate_climate_std,15,-0.01661,0.00603,-0.02843,-0.00479,274,74,274,74,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-5,0.0674,0.0134,0.04114,0.09367,553,25,553,25,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-4,0.02697,0.00598,0.01525,0.03869,662,31,662,31,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-3,0.01474,0.0036,0.00768,0.0218,865,41,865,41,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-2,0.00861,0.00234,0.00401,0.0132,1108,57,1108,57,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-1,0.00366,0.00117,0.00137,0.00596,1387,76,1387,76,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,0,0,0,NA,NA,0,0,0,0,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,1,-5.4e-4,0.00113,-0.00276,0.00168,1554,86,1554,86,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,2,-7.1e-4,0.00222,-0.00507,0.00365,1402,82,1402,82,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,3,-0.00189,0.00299,-0.00774,0.00396,1262,81,1262,81,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,4,-0.0038,0.00373,-0.0111,0.00351,1142,80,1142,80,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,5,-0.00422,0.00445,-0.01294,0.0045,1111,80,1111,80,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,6,-0.00598,0.00488,-0.01555,0.00359,1087,80,1087,80,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,7,-0.00769,0.00486,-0.01721,0.00183,1070,80,1070,80,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,8,-0.0081,0.00462,-0.01715,9.5e-4,1054,80,1054,80,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,9,-0.00847,0.00478,-0.01784,9.1e-4,958,78,958,78,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,10,-0.00845,0.00462,-0.01751,6.1e-4,947,78,947,78,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,11,-0.01051,0.00447,-0.01927,-0.00175,855,76,855,76,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,12,-0.01102,0.00443,-0.01971,-0.00233,766,75,766,75,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,13,-0.00721,0.00463,-0.01628,0.0018600000000000001,675,69,675,69,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,14,-0.0076,0.00466,-0.01673,0.00154,669,69,669,69,2000,2020,NA,NA
window_2000_2020_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,15,-0.00705,0.00481,-0.01648,0.00238,577,64,577,64,2000,2020,NA,NA
window_2000_2020_ln_death_rate_climate_std,ln_death_rate_climate_std,-5,0.12343,0.03087,0.06292,0.18394,518,27,518,27,2000,2020,NA,NA
window_2000_2020_ln_death_rate_climate_std,ln_death_rate_climate_std,-4,0.02302,0.00693,0.00945,0.0366,658,39,658,39,2000,2020,NA,NA
window_2000_2020_ln_death_rate_climate_std,ln_death_rate_climate_std,-3,0.00231,0.0066,-0.01062,0.01525,817,53,817,53,2000,2020,NA,NA
window_2000_2020_ln_death_rate_climate_std,ln_death_rate_climate_std,-2,-8.7e-4,0.00329,-0.00732,0.00559,939,62,939,62,2000,2020,NA,NA
window_2000_2020_ln_death_rate_climate_std,ln_death_rate_climate_std,-1,1.3e-4,0.00159,-0.00298,0.00324,1150,78,1150,78,2000,2020,NA,NA
window_2000_2020_ln_death_rate_climate_std,ln_death_rate_climate_std,0,0,0,NA,NA,0,0,0,0,2000,2020,NA,NA
window_2000_2020_ln_death_rate_climate_std,ln_death_rate_climate_std,1,-3.6e-4,0.00176,-0.00381,0.00309,1299,105,1299,105,2000,2020,NA,NA
window_2000_2020_ln_death_rate_climate_std,ln_death_rate_climate_std,2,0.00184,0.0029,-0.00385,0.00752,1186,104,1186,104,2000,2020,NA,NA
window_2000_2020_ln_death_rate_climate_std,ln_death_rate_climate_std,3,0.00409,0.00409,-0.00394,0.01211,1133,104,1133,104,2000,2020,NA,NA
window_2000_2020_ln_death_rate_climate_std,ln_death_rate_climate_std,4,0.00401,0.00516,-0.00611,0.01413,1035,103,1035,103,2000,2020,NA,NA
window_2000_2020_ln_death_rate_climate_std,ln_death_rate_climate_std,5,-0.00093000000000000005,0.00729,-0.01522,0.01335,942,94,942,94,2000,2020,NA,NA
window_2000_2020_ln_death_rate_climate_std,ln_death_rate_climate_std,6,-0.00327,0.00798,-0.01891,0.01236,905,94,905,94,2000,2020,NA,NA
window_2000_2020_ln_death_rate_climate_std,ln_death_rate_climate_std,7,-0.00641,0.00872,-0.0235,0.01067,872,94,872,94,2000,2020,NA,NA
window_2000_2020_ln_death_rate_climate_std,ln_death_rate_climate_std,8,-0.01078,0.00918,-0.02877,0.00722,802,93,802,93,2000,2020,NA,NA
window_2000_2020_ln_death_rate_climate_std,ln_death_rate_climate_std,9,-0.01417,0.00926,-0.03233,0.00399,734,91,734,91,2000,2020,NA,NA
window_2000_2020_ln_death_rate_climate_std,ln_death_rate_climate_std,10,-0.01758,0.00954,-0.03627,0.00111,669,89,669,89,2000,2020,NA,NA
window_2000_2020_ln_death_rate_climate_std,ln_death_rate_climate_std,11,-0.02072,0.00968,-0.0397,-0.00174,607,88,607,88,2000,2020,NA,NA
window_2000_2020_ln_death_rate_climate_std,ln_death_rate_climate_std,12,-0.02609,0.0095,-0.04471,-0.00746,545,86,545,86,2000,2020,NA,NA
window_2000_2020_ln_death_rate_climate_std,ln_death_rate_climate_std,13,-0.02894,0.01042,-0.04936,-0.00852,484,83,484,83,2000,2020,NA,NA
window_2000_2020_ln_death_rate_climate_std,ln_death_rate_climate_std,14,-0.02689,0.01051,-0.04748,-0.0063,425,80,425,80,2000,2020,NA,NA
window_2000_2020_ln_death_rate_climate_std,ln_death_rate_climate_std,15,-0.0225,0.0108,-0.04367,-0.00133,362,72,362,72,2000,2020,NA,NA
window_2000_2020_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-5,0.15269,0.02488,0.10392,0.20146,804,22,804,22,2000,2020,NA,NA
window_2000_2020_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-4,0.03778,0.00682,0.02441,0.05114,1040,28,1040,28,2000,2020,NA,NA
window_2000_2020_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-3,0.02543,0.00467,0.01627,0.0346,1195,36,1195,36,2000,2020,NA,NA
window_2000_2020_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-2,0.00893,0.00254,0.00395,0.01391,1472,48,1472,48,2000,2020,NA,NA
window_2000_2020_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-1,0.00428,0.00132,0.00169,0.00688,1785,61,1785,61,2000,2020,NA,NA
window_2000_2020_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,0,0,0,NA,NA,0,0,0,0,2000,2020,NA,NA
window_2000_2020_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,1,-0.00299,0.00125,-0.00544,-5.5e-4,1962,72,1962,72,2000,2020,NA,NA
window_2000_2020_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,2,-0.00466,0.00238,-0.00933,1e-5,1795,68,1795,68,2000,2020,NA,NA
window_2000_2020_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,3,-0.00671,0.00338,-0.01334,-8e-5,1643,67,1643,67,2000,2020,NA,NA
window_2000_2020_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,4,-0.01194,0.00426,-0.02028,-0.0036,1603,67,1603,67,2000,2020,NA,NA
window_2000_2020_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,5,-0.0135,0.0051,-0.0235,-0.00351,1470,66,1470,66,2000,2020,NA,NA
window_2000_2020_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,6,-0.0165,0.00571,-0.0277,-0.0053,1447,66,1447,66,2000,2020,NA,NA
window_2000_2020_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,7,-0.02025,0.006,-0.032,-0.00849,1424,66,1424,66,2000,2020,NA,NA
window_2000_2020_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,8,-0.01837,0.00589,-0.02992,-0.00683,1304,65,1304,65,2000,2020,NA,NA
window_2000_2020_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,9,-0.02201,0.00616,-0.03408,-0.00993,1292,65,1292,65,2000,2020,NA,NA
window_2000_2020_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,10,-0.02462,0.00627,-0.03691,-0.01234,1282,65,1282,65,2000,2020,NA,NA
window_2000_2020_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,11,-0.03016,0.00637,-0.04264,-0.01768,1166,63,1166,63,2000,2020,NA,NA
window_2000_2020_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,12,-0.0351,0.00648,-0.04781,-0.02239,1053,62,1053,62,2000,2020,NA,NA
window_2000_2020_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,13,-0.0336,0.00747,-0.04823,-0.01896,935,56,935,56,2000,2020,NA,NA
window_2000_2020_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,14,-0.03967,0.00748,-0.05432,-0.02501,820,53,820,53,2000,2020,NA,NA
window_2000_2020_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,15,-0.03865,0.00759,-0.05352,-0.02377,704,48,704,48,2000,2020,NA,NA
window_2005_2023_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-5,-0.01621,0.01027,-0.03633,0.00392,356,25,356,25,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-4,-0.01613,0.00861,-0.033,7.4e-4,475,32,475,32,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-3,1.1e-4,0.00791,-0.01539,0.01562,605,41,605,41,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-2,0.00587,0.00462,-0.00318,0.01493,744,52,744,52,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-1,0.00128,0.00264,-0.0039,0.00646,920,74,920,74,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_climate_std,ln_affected_rate_climate_std,0,0,0,NA,NA,0,0,0,0,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_climate_std,ln_affected_rate_climate_std,1,-0.00415,0.00225,-0.00856,2.6e-4,1046,92,1046,92,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_climate_std,ln_affected_rate_climate_std,2,-0.00667,0.0035,-0.01353,1.9e-4,947,91,947,91,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_climate_std,ln_affected_rate_climate_std,3,-0.00997,0.00408,-0.01796,-0.00198,863,90,863,90,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_climate_std,ln_affected_rate_climate_std,4,-0.01213,0.00422,-0.0204,-0.00386,786,89,786,89,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_climate_std,ln_affected_rate_climate_std,5,-0.0128,0.00444,-0.0215,-0.0041,717,88,717,88,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_climate_std,ln_affected_rate_climate_std,6,-0.0126,0.00447,-0.02136,-0.00384,654,87,654,87,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_climate_std,ln_affected_rate_climate_std,7,-0.0128,0.00444,-0.02149,-0.00411,589,83,589,83,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_climate_std,ln_affected_rate_climate_std,8,-0.01393,0.00461,-0.02297,-0.0049,520,73,520,73,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_climate_std,ln_affected_rate_climate_std,9,-0.01579,0.00458,-0.02477,-0.00682,497,73,497,73,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_climate_std,ln_affected_rate_climate_std,10,-0.01645,0.00484,-0.02594,-0.00696,438,70,438,70,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_climate_std,ln_affected_rate_climate_std,11,-0.01758,0.00498,-0.02735,-0.00782,384,69,384,69,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_climate_std,ln_affected_rate_climate_std,12,-0.02102,0.00512,-0.03106,-0.01097,328,66,328,66,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_climate_std,ln_affected_rate_climate_std,13,-0.02256,0.00507,-0.0325,-0.01263,283,64,283,64,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_climate_std,ln_affected_rate_climate_std,14,-0.0232,0.00493,-0.03286,-0.01353,243,63,243,63,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_climate_std,ln_affected_rate_climate_std,15,-0.02382,0.00449,-0.03263,-0.01502,199,57,199,57,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-5,0.02302,0.00994,0.00354,0.0425,895,18,895,18,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-4,0.01308,0.00416,0.00493,0.02123,1141,27,1141,27,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-3,0.02725,0.00398,0.01945,0.03505,1301,44,1301,44,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-2,0.00753,0.00163,0.00433,0.01074,1567,53,1567,53,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-1,0.00611,0.00101,0.00412,0.00809,1887,69,1887,69,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,0,0,0,NA,NA,0,0,0,0,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,1,-0.00195,0.00093000000000000005,-0.00378,-1.3e-4,2080,92,2080,92,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,2,-0.00359,0.00151,-0.00655,-6.4e-4,1911,89,1911,89,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,3,-0.00542,0.00189,-0.00913,-0.00172,1757,86,1757,86,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,4,-0.00839,0.00209,-0.01249,-0.0043,1708,86,1708,86,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,5,-0.01134,0.00243,-0.0161,-0.00658,1571,82,1571,82,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,6,-0.01226,0.00265,-0.01744,-0.00707,1442,80,1442,80,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,7,-0.01332,0.00267,-0.01855,-0.00809,1322,79,1322,79,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,8,-0.01576,0.00284,-0.021329999999999998,-0.0102,1199,78,1199,78,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,9,-0.017,0.00294,-0.02275,-0.01124,1080,75,1080,75,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,10,-0.01633,0.00296,-0.02213,-0.01053,963,74,963,74,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,11,-0.01633,0.00293,-0.02207,-0.01059,946,74,946,74,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,12,-0.01548,0.00296,-0.02129,-0.00967,828,71,828,71,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,13,-0.01499,0.00299,-0.02086,-0.00913,713,70,713,70,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,14,-0.01558,0.00282,-0.02111,-0.01005,594,64,594,64,2005,2023,NA,NA
window_2005_2023_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,15,-0.01814,0.00292,-0.02386,-0.01242,478,59,478,59,2005,2023,NA,NA
window_2005_2023_ln_death_rate_climate_std,ln_death_rate_climate_std,-5,0.00285,0.00711,-0.01108,0.01678,445,28,445,28,2005,2023,NA,NA
window_2005_2023_ln_death_rate_climate_std,ln_death_rate_climate_std,-4,0.0022,0.00613,-0.00981,0.01421,595,36,595,36,2005,2023,NA,NA
window_2005_2023_ln_death_rate_climate_std,ln_death_rate_climate_std,-3,0.01273,0.00508,0.00278,0.02268,756,43,756,43,2005,2023,NA,NA
window_2005_2023_ln_death_rate_climate_std,ln_death_rate_climate_std,-2,0.0068,0.00301,9e-4,0.01269,936,53,936,53,2005,2023,NA,NA
window_2005_2023_ln_death_rate_climate_std,ln_death_rate_climate_std,-1,0.00593,0.002,0.00202,0.00985,1150,77,1150,77,2005,2023,NA,NA
window_2005_2023_ln_death_rate_climate_std,ln_death_rate_climate_std,0,0,0,NA,NA,0,0,0,0,2005,2023,NA,NA
window_2005_2023_ln_death_rate_climate_std,ln_death_rate_climate_std,1,-0.0016,0.00207,-0.00565,0.00245,1299,99,1299,99,2005,2023,NA,NA
window_2005_2023_ln_death_rate_climate_std,ln_death_rate_climate_std,2,-0.00479,0.00385,-0.01234,0.00276,1182,98,1182,98,2005,2023,NA,NA
window_2005_2023_ln_death_rate_climate_std,ln_death_rate_climate_std,3,-0.00387,0.00542,-0.0145,0.00675,1080,95,1080,95,2005,2023,NA,NA
window_2005_2023_ln_death_rate_climate_std,ln_death_rate_climate_std,4,-0.00598,0.00615,-0.01802,0.00607,985,94,985,94,2005,2023,NA,NA
window_2005_2023_ln_death_rate_climate_std,ln_death_rate_climate_std,5,-0.01224,0.00712,-0.0262,0.00172,895,93,895,93,2005,2023,NA,NA
window_2005_2023_ln_death_rate_climate_std,ln_death_rate_climate_std,6,-0.013,0.00777,-0.02823,0.00223,862,93,862,93,2005,2023,NA,NA
window_2005_2023_ln_death_rate_climate_std,ln_death_rate_climate_std,7,-0.01328,0.00825,-0.02946,0.0029,781,89,781,89,2005,2023,NA,NA
window_2005_2023_ln_death_rate_climate_std,ln_death_rate_climate_std,8,-0.02702,0.01095,-0.04849,-0.00556,695,79,695,79,2005,2023,NA,NA
window_2005_2023_ln_death_rate_climate_std,ln_death_rate_climate_std,9,-0.0318,0.01074,-0.05284,-0.01075,672,79,672,79,2005,2023,NA,NA
